# General
## Contract C3S_D426_Lot1.WEMC
## Copernicus Climate Change Service 
## Sectoral Information System for the Energy Sector
## File content
### Hydropower run-of-river (HRO), expressed as Daily Energy (NRG)
## Abstract
### Based on ERA5 reanalysis data
## Date
### 2024-09-06
## Date type
### Publication: 2024-09-06 
## Unit
### MWh
## URL
### NA
## Data format
### CSV (according to Request for Comments [RFC] 4180, see: https://tools.ietf.org/html/rfc4180)
## Keywords
### Hydropower, run-of-river, ENTSOE, random forest, multiple lags
## Point of contact
### Individual name
#### Linh Ho, Laurent Dubus
### Electronic mail address
#### linh.ho@wemcouncil.org, laurent.dubus@edf.fr
### Organisation name
#### WEMC, EDF
### Role
#### Producer
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### NA
## Citation(s)
### C3S-Energy deliverables:
###   - C3S_D426_Lot1.WEMC.1.1-3.1
###   - C3S_D426_Lot1.WEMC.1.1-3.2
###   - C3S_D426_Lot1.WEMC.2.1.1
###   - C3S_D426_Lot1.WEMC.2.1.2
# Time characteristics
## Begin date
### 1979-01-01
## End date
### 2024-08-31
## Temporal resolution
### Daily
# Geographical characteristics
## Geograpgic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
### Product based on ERA5 climate variables and ENTSO-E energy data
## Statement
### The original climate data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu):
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1990/12/20,NA,52209.03,NA,NA,NA,2101.51,NA,NA,34699.66,NA,NA,NA,24630.02,32055.9,109588.59,NA,NA,NA,NA,91237.32,NA,NA,NA,NA,NA,NA,NA,NA,27372.04,NA,25064.95,42131.74,NA,NA,NA,10809.57,NA,NA
1990/12/21,NA,51963.28,NA,NA,NA,2182.75,NA,NA,34753.58,NA,NA,NA,24720.44,31604.97,115769.78,NA,NA,NA,NA,90992.29,NA,NA,NA,NA,NA,NA,NA,NA,26868.37,NA,24938.54,42546.49,NA,NA,NA,10681.73,NA,NA
1990/12/22,NA,50842.21,NA,NA,NA,2734.1,NA,NA,34848.36,NA,NA,NA,24355.73,32198.54,117418.95,NA,NA,NA,NA,90167.21,NA,NA,NA,NA,NA,NA,NA,NA,26956.27,NA,24640.42,42440.68,NA,NA,NA,10568.84,NA,NA
1990/12/23,NA,51235.07,NA,NA,NA,3046.08,NA,NA,35182.79,NA,NA,NA,24203.91,32238.37,112422.4,NA,NA,NA,NA,90423.82,NA,NA,NA,NA,NA,NA,NA,NA,27606.1,NA,24744.62,39103.45,NA,NA,NA,9431.71,NA,NA
1990/12/24,NA,51809.67,NA,NA,NA,3079.73,NA,NA,34779.47,NA,NA,NA,23568.79,32106.4,109499.33,NA,NA,NA,NA,96284.57,NA,NA,NA,NA,NA,NA,NA,NA,28363.25,NA,25089.78,38701.15,NA,NA,NA,8433.48,NA,NA
1990/12/25,NA,50595.23,NA,NA,NA,3116.77,NA,NA,33241.87,NA,NA,NA,22362.81,31766.31,110622.15,NA,NA,NA,NA,97404,NA,NA,NA,NA,NA,NA,NA,NA,28157.15,NA,26081.6,38625.36,NA,NA,NA,8955.4,NA,NA
1990/12/26,NA,49151.05,NA,NA,NA,3139.33,NA,NA,33325.64,NA,NA,NA,21577.77,31659.79,114319.69,NA,NA,NA,NA,98402.1,NA,NA,NA,NA,NA,NA,NA,NA,28028.74,NA,26227.46,33468.83,NA,NA,NA,8773.97,NA,NA
1990/12/27,NA,49722.17,NA,NA,NA,3216.46,NA,NA,33978.51,NA,NA,NA,23804.93,31399.19,112474.09,NA,NA,NA,NA,100287.18,NA,NA,NA,NA,NA,NA,NA,NA,28021.35,NA,26601.18,29582.46,NA,NA,NA,8786.17,NA,NA
1990/12/28,NA,47105.32,NA,NA,NA,3227.23,NA,NA,34686.35,NA,NA,NA,22730.35,32844.97,112120.78,NA,NA,NA,NA,98652.85,NA,NA,NA,NA,NA,NA,NA,NA,27962.93,NA,26587.74,33268.6,NA,NA,NA,8985.14,NA,NA
1990/12/29,NA,46313.2,NA,NA,NA,3263.73,NA,NA,35068.91,NA,NA,NA,18246.13,33143.61,119069.74,NA,NA,NA,NA,98684.68,NA,NA,NA,NA,NA,NA,NA,NA,28421.38,NA,25335.72,32442.63,NA,NA,NA,9916.57,NA,NA
1990/12/30,NA,46103.46,NA,NA,NA,3150.13,NA,NA,36004.71,NA,NA,NA,18486.26,33753.13,121012.03,NA,NA,NA,NA,94289.45,NA,NA,NA,NA,NA,NA,NA,NA,28451.91,NA,25920.13,29377.52,NA,NA,NA,10738.81,NA,NA
1990/12/31,NA,46457.18,NA,NA,NA,3277.61,NA,NA,36959.51,NA,NA,NA,18769.48,34040.41,124078.14,NA,NA,NA,NA,89148.05,NA,NA,NA,NA,NA,NA,NA,NA,28767.36,NA,26915.33,25171.16,NA,NA,NA,10576.88,NA,NA
1991/01/01,NA,47356.75,NA,NA,NA,3346.16,NA,NA,37851.09,NA,NA,NA,18555.85,34061.01,127404.03,NA,NA,NA,NA,93883.29,NA,NA,NA,NA,NA,NA,NA,NA,29015.71,NA,26753.76,24933.04,NA,NA,NA,10933.45,NA,NA
1991/01/02,NA,49719.68,NA,NA,NA,3105.67,NA,NA,40827.19,NA,NA,NA,18823.76,34758.93,131403.66,NA,NA,NA,NA,94697.47,NA,NA,NA,NA,NA,NA,NA,NA,28384.26,NA,25706.14,24840.64,NA,NA,NA,10946.89,NA,NA
1991/01/03,NA,51950.38,NA,NA,NA,3244.79,NA,NA,39621.89,NA,NA,NA,19256.63,34748.45,131988.18,NA,NA,NA,NA,95032.68,NA,NA,NA,NA,NA,NA,NA,NA,28140.52,NA,25316.07,24117.48,NA,NA,NA,11286.67,NA,NA
1991/01/04,NA,52091.97,NA,NA,NA,3216,NA,NA,38975.14,NA,NA,NA,19305.17,34723.2,133092.74,NA,NA,NA,NA,93288,NA,NA,NA,NA,NA,NA,NA,NA,28044.32,NA,25213.54,26330.05,NA,NA,NA,10404.41,NA,NA
1991/01/05,NA,52235.01,NA,NA,NA,3184.72,NA,NA,38922.39,NA,NA,NA,19567.08,34955.59,133026.57,NA,NA,NA,NA,93918.96,NA,NA,NA,NA,NA,NA,NA,NA,28316.18,NA,24985.68,30586.7,NA,NA,NA,10699.36,NA,NA
1991/01/06,NA,51993.51,NA,NA,NA,3060.81,NA,NA,37702.6,NA,NA,NA,20708.7,36009.21,132843.56,NA,NA,NA,NA,91824.58,NA,NA,NA,NA,NA,NA,NA,NA,28384,NA,24970.99,31462.28,NA,NA,NA,10462.85,NA,NA
1991/01/07,NA,52839.48,NA,NA,NA,2973.74,NA,NA,36771.19,NA,NA,NA,26195.25,36263.22,137471.48,NA,NA,NA,NA,83681.7,NA,NA,NA,NA,NA,NA,NA,NA,27906.15,NA,25117.73,32128.19,NA,NA,NA,10817.04,NA,NA
1991/01/08,NA,51137.58,NA,NA,NA,3119.03,NA,NA,36631.65,NA,NA,NA,26171.06,37011.84,138154.73,NA,NA,NA,NA,75654.45,NA,NA,NA,NA,NA,NA,NA,NA,27230.69,NA,25805.83,31787.89,NA,NA,NA,10656.08,NA,NA
1991/01/09,NA,47913.8,NA,NA,NA,3126.61,NA,NA,36794.44,NA,NA,NA,27538.55,36618.81,139329.93,NA,NA,NA,NA,72748.74,NA,NA,NA,NA,NA,NA,NA,NA,27034.86,NA,25864.44,32479.82,NA,NA,NA,10520.65,NA,NA
1991/01/10,NA,47959.38,NA,NA,NA,3157.78,NA,NA,36994.57,NA,NA,NA,28516.17,35258.84,141639.89,NA,NA,NA,NA,72177.51,NA,NA,NA,NA,NA,NA,NA,NA,26701.66,NA,27099.07,32746,NA,NA,NA,10703.82,NA,NA
1991/01/11,NA,49444.44,NA,NA,NA,3135.24,NA,NA,38316.35,NA,NA,NA,29264.31,34792.84,144548.88,NA,NA,NA,NA,71964.34,NA,NA,NA,NA,NA,NA,NA,NA,26579.95,NA,36123.52,33086.64,NA,NA,NA,10982.24,NA,NA
1991/01/12,NA,48487.64,NA,NA,NA,2986.39,NA,NA,38360.72,NA,NA,NA,32481.21,35562.7,144830.61,NA,NA,NA,NA,68560.94,NA,NA,NA,NA,NA,NA,NA,NA,26597.54,NA,34916.17,33380.55,NA,NA,NA,10858.47,NA,NA
1991/01/13,NA,48162.33,NA,NA,NA,2863.19,NA,NA,36347.21,NA,NA,NA,32568.6,34731.42,141140.65,NA,NA,NA,NA,71678.88,NA,NA,NA,NA,NA,NA,NA,NA,26204.84,NA,32906.32,33089.44,NA,NA,NA,10405.26,NA,NA
1991/01/14,NA,49749.75,NA,NA,NA,2915.93,NA,NA,35919.68,NA,NA,NA,29878.08,37250.3,141011.57,NA,NA,NA,NA,79039.24,NA,NA,NA,NA,NA,NA,NA,NA,26028.14,NA,32918.07,33029.04,NA,NA,NA,10260.86,NA,NA
1991/01/15,NA,51011.06,NA,NA,NA,2886.13,NA,NA,36622.46,NA,NA,NA,27978.37,37654.68,139249.59,NA,NA,NA,NA,81472.62,NA,NA,NA,NA,NA,NA,NA,NA,26025.87,NA,33010.02,32434.85,NA,NA,NA,8773.13,NA,NA
1991/01/16,NA,51375.46,NA,NA,NA,2962.77,NA,NA,36312.49,NA,NA,NA,27628.23,37489.87,138941.54,NA,NA,NA,NA,80831,NA,NA,NA,NA,NA,NA,NA,NA,25758.68,NA,32570.7,30796.18,NA,NA,NA,8278.14,NA,NA
1991/01/17,NA,50988.63,NA,NA,NA,3379.42,NA,NA,36634.93,NA,NA,NA,27952.4,37798.77,136975.01,NA,NA,NA,NA,79808.51,NA,NA,NA,NA,NA,NA,NA,NA,25596.35,NA,37188.48,29746.64,NA,NA,NA,7507.08,NA,NA
1991/01/18,NA,50995.32,NA,NA,NA,3196.27,NA,NA,36121.56,NA,NA,NA,28099.13,37399.67,133884.77,NA,NA,NA,NA,78974.1,NA,NA,NA,NA,NA,NA,NA,NA,25967.16,NA,37336.85,28056.68,NA,NA,NA,7374.01,NA,NA
1991/01/19,NA,51567.79,NA,NA,NA,3424.49,NA,NA,35105.98,NA,NA,NA,27961.6,36712.69,132634.59,NA,NA,NA,NA,69705.77,NA,NA,NA,NA,NA,NA,NA,NA,25881.15,NA,35063.72,26189.59,NA,NA,NA,7382.88,NA,NA
1991/01/20,NA,51522.99,NA,NA,NA,3501.69,NA,NA,35100.43,NA,NA,NA,28324.86,35838.71,128162.5,NA,NA,NA,NA,66416.67,NA,NA,NA,NA,NA,NA,NA,NA,26062.62,NA,34980.22,25699.06,NA,NA,NA,8901.79,NA,NA
1991/01/21,NA,50914.71,NA,NA,NA,3160.62,NA,NA,34939.32,NA,NA,NA,28216.5,35506.44,127014.28,NA,NA,NA,NA,65107.09,NA,NA,NA,NA,NA,NA,NA,NA,26091.27,NA,34916.89,24659.64,NA,NA,NA,8976.23,NA,NA
1991/01/22,NA,48275.25,NA,NA,NA,3158.84,NA,NA,34897.41,NA,NA,NA,28344.25,35111.24,124736.87,NA,NA,NA,NA,61639.24,NA,NA,NA,NA,NA,NA,NA,NA,25986.65,NA,34556.54,23507.73,NA,NA,NA,9068.55,NA,NA
1991/01/23,NA,46052.48,NA,NA,NA,3042.56,NA,NA,34716.35,NA,NA,NA,28486.53,34817.01,121579.96,NA,NA,NA,NA,62180.57,NA,NA,NA,NA,NA,NA,NA,NA,25377.47,NA,33938.06,23181.42,NA,NA,NA,9912.11,NA,NA
1991/01/24,NA,41651.01,NA,NA,NA,2805.39,NA,NA,34489.83,NA,NA,NA,30917.46,35349.6,121453.8,NA,NA,NA,NA,64188.37,NA,NA,NA,NA,NA,NA,NA,NA,25278.05,NA,33731.16,23119.41,NA,NA,NA,10156.09,NA,NA
1991/01/25,NA,41274.87,NA,NA,NA,2537.94,NA,NA,34062.48,NA,NA,NA,32271.86,36130.92,121397.64,NA,NA,NA,NA,64130.69,NA,NA,NA,NA,NA,NA,NA,NA,26438.34,NA,28905.62,23294.04,NA,NA,NA,10254.38,NA,NA
1991/01/26,NA,42835.07,NA,NA,NA,2572.32,NA,NA,33341.59,NA,NA,NA,33538.91,33501.03,122282.31,NA,NA,NA,NA,63726.53,NA,NA,NA,NA,NA,NA,NA,NA,26602.81,NA,26856.64,22602.45,NA,NA,NA,10361.27,NA,NA
1991/01/27,NA,43420.22,NA,NA,NA,2593.2,NA,NA,32823.86,NA,NA,NA,32980.56,32473.46,121093.31,NA,NA,NA,NA,63592.76,NA,NA,NA,NA,NA,NA,NA,NA,26358.48,NA,26190.54,22715.48,NA,NA,NA,10430.25,NA,NA
1991/01/28,NA,44000.7,NA,NA,NA,2685.78,NA,NA,32510.1,NA,NA,NA,33137.79,31475.41,121204.57,NA,NA,NA,NA,62048.84,NA,NA,NA,NA,NA,NA,NA,NA,26345.78,NA,25548.57,23395.09,NA,NA,NA,10612.54,NA,NA
1991/01/29,NA,43711.9,NA,NA,NA,2751.84,NA,NA,32702.71,NA,NA,NA,32644.72,31392.76,122432.65,NA,NA,NA,NA,61132.9,NA,NA,NA,NA,NA,NA,NA,NA,26464.95,NA,27009.78,23635.92,NA,NA,NA,10261.17,NA,NA
1991/01/30,NA,42460.84,NA,NA,NA,2759,NA,NA,32425.72,NA,NA,NA,33474.22,31194.27,122925.43,NA,NA,NA,NA,56819.85,NA,NA,NA,NA,NA,NA,NA,NA,25663.62,NA,25201.87,22903.11,NA,NA,NA,10003.34,NA,NA
1991/01/31,NA,41288.38,NA,NA,NA,2738.97,NA,NA,32214.58,NA,NA,NA,32873.49,31282.07,122786.98,NA,NA,NA,NA,57545.23,NA,NA,NA,NA,NA,NA,NA,NA,25841.27,NA,22580.11,22367.08,NA,NA,NA,10433.82,NA,NA
1991/02/01,NA,39761.7,NA,NA,NA,2712.84,NA,NA,32003.63,NA,NA,NA,33818,31211.12,122524.03,NA,NA,NA,NA,59075.16,NA,NA,NA,NA,NA,NA,NA,NA,26341.72,NA,24054.13,22176.58,NA,NA,NA,10516.67,NA,NA
1991/02/02,NA,38209.69,NA,NA,NA,2359.01,NA,NA,31283.36,NA,NA,NA,32943.05,31815.11,117156.45,NA,NA,NA,NA,60347.48,NA,NA,NA,NA,NA,NA,NA,NA,26059.06,NA,23218.29,22291.83,NA,NA,NA,11720.26,NA,NA
1991/02/03,NA,37591.8,NA,NA,NA,2284.04,NA,NA,31922.54,NA,NA,NA,32675.16,31800.19,116141.54,NA,NA,NA,NA,60921.08,NA,NA,NA,NA,NA,NA,NA,NA,25681.91,NA,21472.32,22304.64,NA,NA,NA,11739.95,NA,NA
1991/02/04,NA,37594.84,NA,NA,NA,2295.45,NA,NA,32483.28,NA,NA,NA,33209.18,32558.15,114927.33,NA,NA,NA,NA,60778.29,NA,NA,NA,NA,NA,NA,NA,NA,24930.29,NA,21859.38,21118.37,NA,NA,NA,11763.92,NA,NA
1991/02/05,NA,37500.5,NA,NA,NA,2253.91,NA,NA,32885.53,NA,NA,NA,33132,33837.79,114721.08,NA,NA,NA,NA,60982.61,NA,NA,NA,NA,NA,NA,NA,NA,23759.21,NA,21965.7,20251.16,NA,NA,NA,11665.7,NA,NA
1991/02/06,NA,37411.35,NA,NA,NA,2116.3,NA,NA,32500.03,NA,NA,NA,32449.18,34104.22,110655.58,NA,NA,NA,NA,60868.07,NA,NA,NA,NA,NA,NA,NA,NA,23426.54,NA,22435.92,21322.37,NA,NA,NA,10417.67,NA,NA
1991/02/07,NA,37637.29,NA,NA,NA,2025.52,NA,NA,32666.29,NA,NA,NA,32554.33,34113.63,112978.61,NA,NA,NA,NA,60955.92,NA,NA,NA,NA,NA,NA,NA,NA,23183.4,NA,22592.99,21741.26,NA,NA,NA,10253.18,NA,NA
1991/02/08,NA,38069.3,NA,NA,NA,2168.32,NA,NA,32370.96,NA,NA,NA,32910.72,34663.32,114211.09,NA,NA,NA,NA,60531.91,NA,NA,NA,NA,NA,NA,NA,NA,23552.47,NA,22129.07,21702.18,NA,NA,NA,7318.28,NA,NA
1991/02/09,NA,37909.46,NA,NA,NA,2082.07,NA,NA,32540.45,NA,NA,NA,32507.56,34765.38,118215.43,NA,NA,NA,NA,60560.94,NA,NA,NA,NA,NA,NA,NA,NA,23760.82,NA,22442.43,23911.48,NA,NA,NA,7526.46,NA,NA
1991/02/10,NA,38332.56,NA,NA,NA,2277.5,NA,NA,32334.29,NA,NA,NA,32872.66,34588.84,119591.37,NA,NA,NA,NA,60020.21,NA,NA,NA,NA,NA,NA,NA,NA,23595.94,NA,22354.69,23220.98,NA,NA,NA,7624.22,NA,NA
1991/02/11,NA,38723.89,NA,NA,NA,2294.75,NA,NA,32515.85,NA,NA,NA,32958.13,34638.64,120060.48,NA,NA,NA,NA,59174.33,NA,NA,NA,NA,NA,NA,NA,NA,22964.03,NA,22109.2,23038.44,NA,NA,NA,8750.03,NA,NA
1991/02/12,NA,38775.4,NA,NA,NA,2437.79,NA,NA,32549.44,NA,NA,NA,32701.25,34200.69,120183.56,NA,NA,NA,NA,59841.56,NA,NA,NA,NA,NA,NA,NA,NA,22579.69,NA,24779.51,24488.04,NA,NA,NA,9293.84,NA,NA
1991/02/13,NA,38250.25,NA,NA,NA,2289.76,NA,NA,32816.38,NA,NA,NA,32737.28,34272.09,119991.24,NA,NA,NA,NA,61263.19,NA,NA,NA,NA,NA,NA,NA,NA,22450.53,NA,24470.06,28720.37,NA,NA,NA,9671.25,NA,NA
1991/02/14,NA,38138.41,NA,NA,NA,2339.6,NA,NA,32718.87,NA,NA,NA,32911.9,34189.35,118330.22,NA,NA,NA,NA,61962.37,NA,NA,NA,NA,NA,NA,NA,NA,22328.19,NA,24434.88,29177.75,NA,NA,NA,9395.82,NA,NA
1991/02/15,NA,38843.04,NA,NA,NA,2401.32,NA,NA,33319.71,NA,NA,NA,33489.51,33934.29,120996.79,NA,NA,NA,NA,62119.81,NA,NA,NA,NA,NA,NA,NA,NA,22615.36,NA,24503.91,30421.21,NA,NA,NA,9106.51,NA,NA
1991/02/16,NA,36707.88,NA,NA,NA,2711.95,NA,NA,33474.99,NA,NA,NA,33863.49,33802.51,127872.48,NA,NA,NA,NA,63165.73,NA,NA,NA,NA,NA,NA,NA,NA,22831.95,NA,29625.36,29068.27,NA,NA,NA,9107.15,NA,NA
1991/02/17,NA,38432.45,NA,NA,NA,2523.38,NA,NA,33563.77,NA,NA,NA,33441.43,33596.5,128829.71,NA,NA,NA,NA,63209.7,NA,NA,NA,NA,NA,NA,NA,NA,23055.19,NA,30219.32,29397.69,NA,NA,NA,9000.48,NA,NA
1991/02/18,NA,38106.1,NA,NA,NA,2595.94,NA,NA,33540.72,NA,NA,NA,32953.08,33888.64,127168.72,NA,NA,NA,NA,59706.75,NA,NA,NA,NA,NA,NA,NA,NA,23029.51,NA,33321.91,29064.15,NA,NA,NA,8986.39,NA,NA
1991/02/19,NA,38074.79,NA,NA,NA,2477.49,NA,NA,33523.24,NA,NA,NA,32513.39,34274.08,122774.52,NA,NA,NA,NA,59252.09,NA,NA,NA,NA,NA,NA,NA,NA,23404.68,NA,34499.61,28996.76,NA,NA,NA,9011.56,NA,NA
1991/02/20,NA,38604.84,NA,NA,NA,2403.88,NA,NA,33424.86,NA,NA,NA,32586.74,34020.85,123081.7,NA,NA,NA,NA,59441.58,NA,NA,NA,NA,NA,NA,NA,NA,23192.97,NA,33292.34,28804.14,NA,NA,NA,9192.24,NA,NA
1991/02/21,NA,38551.96,NA,NA,NA,2439.25,NA,NA,33367.33,NA,NA,NA,32575.5,34078.14,122247.7,NA,NA,NA,NA,59698.47,NA,NA,NA,NA,NA,NA,NA,NA,23175.95,NA,32578.7,28317.84,NA,NA,NA,9214.05,NA,NA
1991/02/22,NA,39151.69,NA,NA,NA,2285.96,NA,NA,33821.47,NA,NA,NA,32727.79,33076.58,118431.07,NA,NA,NA,NA,60471.08,NA,NA,NA,NA,NA,NA,NA,NA,23591.11,NA,31775.57,28411.57,NA,NA,NA,9216.25,NA,NA
1991/02/23,NA,39164.28,NA,NA,NA,2230.02,NA,NA,34023.79,NA,NA,NA,32788.42,33670.82,116305.29,NA,NA,NA,NA,58575.99,NA,NA,NA,NA,NA,NA,NA,NA,23196.89,NA,29013.11,29096.73,NA,NA,NA,10300.39,NA,NA
1991/02/24,NA,40166.49,NA,NA,NA,1979.32,NA,NA,32289.4,NA,NA,NA,32861.51,33231.69,115000.47,NA,NA,NA,NA,60533.13,NA,NA,NA,NA,NA,NA,NA,NA,23922.92,NA,26394.98,29904.53,NA,NA,NA,10798.56,NA,NA
1991/02/25,NA,41248.4,NA,NA,NA,1644.47,NA,NA,32657.33,NA,NA,NA,32806.67,33746.04,114926.08,NA,NA,NA,NA,59446.47,NA,NA,NA,NA,NA,NA,NA,NA,24152.37,NA,25632.2,29642.01,NA,NA,NA,11991.52,NA,NA
1991/02/26,NA,43283.5,NA,NA,NA,1707.46,NA,NA,31419.52,NA,NA,NA,33020.46,33566.45,113474.38,NA,NA,NA,NA,58707.06,NA,NA,NA,NA,NA,NA,NA,NA,24136.72,NA,25453.17,29644.75,NA,NA,NA,13392.38,NA,NA
1991/02/27,NA,44801.9,NA,NA,NA,1640.04,NA,NA,31766.3,NA,NA,NA,33051.51,33760.42,114546.96,NA,NA,NA,NA,58778.63,NA,NA,NA,NA,NA,NA,NA,NA,24224.1,NA,26080.74,29508.84,NA,NA,NA,12927.1,NA,NA
1991/02/28,NA,43222.74,NA,NA,NA,1596.57,NA,NA,31972.56,NA,NA,NA,32438.14,33655.62,114366.9,NA,NA,NA,NA,58233.2,NA,NA,NA,NA,NA,NA,NA,NA,24357.39,NA,36893.38,30008.99,NA,NA,NA,11085.8,NA,NA
1991/03/01,NA,41934.24,NA,NA,NA,1491.15,NA,NA,32229.27,NA,NA,NA,32389.51,33752.29,114195.85,NA,NA,NA,NA,57181.31,NA,NA,NA,NA,NA,NA,NA,NA,23635.33,NA,37144.11,30243.28,NA,NA,NA,10449.39,NA,NA
1991/03/02,NA,41434.69,NA,NA,NA,1480.03,NA,NA,32040.4,NA,NA,NA,32408.26,33595.69,114095.81,NA,NA,NA,NA,56841.61,NA,NA,NA,NA,NA,NA,NA,NA,24042.14,NA,37262.07,31248.7,NA,NA,NA,10432.64,NA,NA
1991/03/03,NA,40983.23,NA,NA,NA,1303.96,NA,NA,31498.24,NA,NA,NA,32577.52,33839.06,114031.07,NA,NA,NA,NA,56893.36,NA,NA,NA,NA,NA,NA,NA,NA,24532.59,NA,37543.5,31483.2,NA,NA,NA,10389.65,NA,NA
1991/03/04,NA,41729.79,NA,NA,NA,1452.92,NA,NA,31058.5,NA,NA,NA,32364.14,33769.44,112214.2,NA,NA,NA,NA,57955.33,NA,NA,NA,NA,NA,NA,NA,NA,24406.5,NA,37491.69,31398.42,NA,NA,NA,10560.44,NA,NA
1991/03/05,NA,43013.26,NA,NA,NA,1271.5,NA,NA,31179.22,NA,NA,NA,32390.79,33301.77,112146.72,NA,NA,NA,NA,58746.59,NA,NA,NA,NA,NA,NA,NA,NA,23971.46,NA,37283.78,31623.32,NA,NA,NA,9861.38,NA,NA
1991/03/06,NA,43836.59,NA,NA,NA,1315.05,NA,NA,31148.06,NA,NA,NA,34460.59,33161.71,111798.64,NA,NA,NA,NA,58248.63,NA,NA,NA,NA,NA,NA,NA,NA,24069.21,NA,41811.28,32404.53,NA,NA,NA,9744.89,NA,NA
1991/03/07,NA,45633.17,NA,NA,NA,1398.61,NA,NA,31148.44,NA,NA,NA,33691.22,33707.71,113156.61,NA,NA,NA,NA,62679.62,NA,NA,NA,NA,NA,NA,NA,NA,24209.93,NA,41296.65,33187.78,NA,NA,NA,10877.34,NA,NA
1991/03/08,NA,48696.2,NA,NA,NA,1351.42,NA,NA,31281.84,NA,NA,NA,33358.51,33616.44,117532.81,NA,NA,NA,NA,64303.67,NA,NA,NA,NA,NA,NA,NA,NA,24339.95,NA,40937.5,33500.37,NA,NA,NA,10585.1,NA,NA
1991/03/09,NA,48864.83,NA,NA,NA,2042.68,NA,NA,31309.95,NA,NA,NA,33185.28,33141.51,117102.21,NA,NA,NA,NA,65118.29,NA,NA,NA,NA,NA,NA,NA,NA,24266.37,NA,41207.85,33358.42,NA,NA,NA,9977.15,NA,NA
1991/03/10,NA,48757.2,NA,NA,NA,2054.19,NA,NA,31973.41,NA,NA,NA,33089.05,32493.16,120104.98,NA,NA,NA,NA,65901.16,NA,NA,NA,NA,NA,NA,NA,NA,24234.46,NA,41750.33,33342.9,NA,NA,NA,9459.18,NA,NA
1991/03/11,NA,50256.86,NA,NA,NA,2134.09,NA,NA,32769.48,NA,NA,NA,33031.34,32517.11,120770.16,NA,NA,NA,NA,65357.77,NA,NA,NA,NA,NA,NA,NA,NA,24708.29,NA,40990.45,33116.57,NA,NA,NA,12465.53,NA,NA
1991/03/12,NA,50454.28,NA,NA,NA,2163.32,NA,NA,33058.8,NA,NA,NA,33224.87,32463.83,120814.82,NA,NA,NA,NA,63812.82,NA,NA,NA,NA,NA,NA,NA,NA,24805.45,NA,40765.57,28726.48,NA,NA,NA,13272.24,NA,NA
1991/03/13,NA,49666.41,NA,NA,NA,1734.32,NA,NA,33127.37,NA,NA,NA,33644.07,32617.25,119744.39,NA,NA,NA,NA,62033.4,NA,NA,NA,NA,NA,NA,NA,NA,24494.09,NA,40850.27,26909.68,NA,NA,NA,13204.45,NA,NA
1991/03/14,NA,51042.73,NA,NA,NA,1592.52,NA,NA,33093.44,NA,NA,NA,32780.89,32136.67,117038.2,NA,NA,NA,NA,60970.44,NA,NA,NA,NA,NA,NA,NA,NA,24695.02,NA,41218.55,26965.22,NA,NA,NA,13574.05,NA,NA
1991/03/15,NA,51949.34,NA,NA,NA,1612.28,NA,NA,33250.46,NA,NA,NA,33000.23,32811.41,114678.78,NA,NA,NA,NA,59827.78,NA,NA,NA,NA,NA,NA,NA,NA,24668.87,NA,41427.84,27039.71,NA,NA,NA,13778.79,NA,NA
1991/03/16,NA,51889.12,NA,NA,NA,1561.4,NA,NA,33210.71,NA,NA,NA,33017.22,33130.86,116107.9,NA,NA,NA,NA,59044.07,NA,NA,NA,NA,NA,NA,NA,NA,24706.7,NA,41706.79,27204.83,NA,NA,NA,13962.04,NA,NA
1991/03/17,NA,52669.89,NA,NA,NA,1526.54,NA,NA,33343.61,NA,NA,NA,33290.9,33071.08,120374.87,NA,NA,NA,NA,60090.65,NA,NA,NA,NA,NA,NA,NA,NA,25067.83,NA,42551.17,27595.58,NA,NA,NA,14764.11,NA,NA
1991/03/18,NA,52693.02,NA,NA,NA,1635.5,NA,NA,33790.47,NA,NA,NA,33235.5,33020.94,118478.8,NA,NA,NA,NA,59833.65,NA,NA,NA,NA,NA,NA,NA,NA,25490.3,NA,43999.92,30005.99,NA,NA,NA,14963.49,NA,NA
1991/03/19,NA,54619.63,NA,NA,NA,1621.4,NA,NA,34140.88,NA,NA,NA,33285.09,33135.2,121272.72,NA,NA,NA,NA,60152.01,NA,NA,NA,NA,NA,NA,NA,NA,26026.2,NA,43835.97,30129,NA,NA,NA,14831.92,NA,NA
1991/03/20,NA,59037.74,NA,NA,NA,1723.21,NA,NA,34208.46,NA,NA,NA,33241.5,33006.09,120004.32,NA,NA,NA,NA,59400.16,NA,NA,NA,NA,NA,NA,NA,NA,25693.27,NA,44978.23,30829.76,NA,NA,NA,16134.19,NA,NA
