# General
## Contract C3S_D426_Lot1.WEMC
## Copernicus Climate Change Service 
## Sectoral Information System for the Energy Sector
## File content
### Hydropower reservoir (HRE), expressed as Daily Energy (NRG)
## Abstract
### Based on ERA5 reanalysis data
## Date
### 2024-09-06
## Date type
### Publication: 2024-09-06 
## Unit
### MWh
## URL
### NA
## Data format
### CSV (according to Request for Comments [RFC] 4180, see: https://tools.ietf.org/html/rfc4180)
## Keywords
### Hydropower, reservoir, ENTSOE, random forest, multiple lags
## Point of contact
### Individual name
#### Linh Ho, Laurent Dubus
### Electronic mail address
#### linh.ho@wemcouncil.org, laurent.dubus@edf.fr
### Organisation name
#### WEMC, EDF
### Role
#### Producer
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### NA
## Citation(s)
### C3S-Energy deliverables:
###   - C3S_D426_Lot1.WEMC.1.1-3.1
###   - C3S_D426_Lot1.WEMC.1.1-3.2
###   - C3S_D426_Lot1.WEMC.2.1.1
###   - C3S_D426_Lot1.WEMC.2.1.2
# Time characteristics
## Begin date
### 1979-01-01
## End date
### 2024-08-31
## Temporal resolution
### Daily
# Geographical characteristics
## Geograpgic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
### Product based on ERA5 climate variables and ENTSO-E energy data
## Statement
### The original climate data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu):
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1991/10/27,NA,10623.24,NA,NA,NA,31693.23,NA,NA,2127.77,NA,NA,NA,41866.75,NA,35607.31,NA,NA,NA,NA,20367.84,NA,NA,NA,NA,NA,NA,NA,NA,370977.85,NA,3168.27,19358.42,NA,200987.26,NA,652.65,NA,NA
1991/10/28,NA,10806.43,NA,NA,NA,29960.1,NA,NA,2038.1,NA,NA,NA,41118.68,NA,34298.17,NA,NA,NA,NA,20202.12,NA,NA,NA,NA,NA,NA,NA,NA,368088.23,NA,3075.52,19338.48,NA,202690.4,NA,722.79,NA,NA
1991/10/29,NA,10541.73,NA,NA,NA,28164.42,NA,NA,1951.36,NA,NA,NA,41666.45,NA,34220.14,NA,NA,NA,NA,20042.79,NA,NA,NA,NA,NA,NA,NA,NA,362446.08,NA,3021.75,19689.31,NA,203640.55,NA,770.5,NA,NA
1991/10/30,NA,10955.04,NA,NA,NA,28443.35,NA,NA,1956.39,NA,NA,NA,43143.38,NA,40010.46,NA,NA,NA,NA,18336.2,NA,NA,NA,NA,NA,NA,NA,NA,356989.33,NA,2921.15,19372.04,NA,201286.56,NA,783.24,NA,NA
1991/10/31,NA,11075.83,NA,NA,NA,28272.6,NA,NA,1716.66,NA,NA,NA,44020.63,NA,38466.38,NA,NA,NA,NA,17569.16,NA,NA,NA,NA,NA,NA,NA,NA,356066.08,NA,2596.94,20000.24,NA,200005.79,NA,841.22,NA,NA
1991/11/01,NA,11204.52,NA,NA,NA,27752.09,NA,NA,1551.26,NA,NA,NA,43936.93,NA,36313.18,NA,NA,NA,NA,17870.31,NA,NA,NA,NA,NA,NA,NA,NA,329164.29,NA,2463.69,20298.12,NA,190279.65,NA,848.01,NA,NA
1991/11/02,NA,10870.92,NA,NA,NA,28417.15,NA,NA,1742.6,NA,NA,NA,43942.36,NA,35853.23,NA,NA,NA,NA,18047.2,NA,NA,NA,NA,NA,NA,NA,NA,323226.87,NA,2392.56,20989.15,NA,171678.24,NA,847.56,NA,NA
1991/11/03,NA,10968.14,NA,NA,NA,25839.24,NA,NA,1862.57,NA,NA,NA,42923.71,NA,38018.75,NA,NA,NA,NA,15899.47,NA,NA,NA,NA,NA,NA,NA,NA,314097.03,NA,2973.24,20821.76,NA,186594.04,NA,846.22,NA,NA
1991/11/04,NA,10111.36,NA,NA,NA,27228.14,NA,NA,1959.8,NA,NA,NA,40021.68,NA,32936.5,NA,NA,NA,NA,17836.3,NA,NA,NA,NA,NA,NA,NA,NA,338213.91,NA,3249.3,20299.01,NA,189049.02,NA,907,NA,NA
1991/11/05,NA,10516.18,NA,NA,NA,27798.37,NA,NA,1960.62,NA,NA,NA,44806.97,NA,40897.82,NA,NA,NA,NA,17914.53,NA,NA,NA,NA,NA,NA,NA,NA,343295.13,NA,2911.39,20079.98,NA,197942.12,NA,1006.43,NA,NA
1991/11/06,NA,10910.48,NA,NA,NA,29464.73,NA,NA,1882.17,NA,NA,NA,45511.95,NA,38960.13,NA,NA,NA,NA,14875.59,NA,NA,NA,NA,NA,NA,NA,NA,353813.05,NA,3528.54,20074.89,NA,206018.42,NA,977.68,NA,NA
1991/11/07,NA,11240.72,NA,NA,NA,28142.88,NA,NA,1703.65,NA,NA,NA,44987.18,NA,36013.97,NA,NA,NA,NA,14530.72,NA,NA,NA,NA,NA,NA,NA,NA,360339.49,NA,3893.28,19679.04,NA,188585.47,NA,973.97,NA,NA
1991/11/08,NA,11242.68,NA,NA,NA,31517.97,NA,NA,1521.49,NA,NA,NA,39534.55,NA,29451.87,NA,NA,NA,NA,14814.3,NA,NA,NA,NA,NA,NA,NA,NA,365868.77,NA,5046.33,19732.85,NA,195324.18,NA,908.66,NA,NA
1991/11/09,NA,10634.65,NA,NA,NA,37982.42,NA,NA,1502.41,NA,NA,NA,33233.35,NA,37385.72,NA,NA,NA,NA,15247.8,NA,NA,NA,NA,NA,NA,NA,NA,393020.15,NA,4948.57,19872.56,NA,203435.98,NA,910.06,NA,NA
1991/11/10,NA,10141.7,NA,NA,NA,40038.1,NA,NA,1527.83,NA,NA,NA,32601.22,NA,40874.06,NA,NA,NA,NA,13859.04,NA,NA,NA,NA,NA,NA,NA,NA,391471.32,NA,4763.26,20061.73,NA,211246.48,NA,915.86,NA,NA
1991/11/11,NA,10906.98,NA,NA,NA,40622.04,NA,NA,1518.39,NA,NA,NA,32325.7,NA,40321.19,NA,NA,NA,NA,11830.92,NA,NA,NA,NA,NA,NA,NA,NA,370989.23,NA,4497.29,20442.01,NA,193875.57,NA,792.82,NA,NA
1991/11/12,NA,10942.33,NA,NA,NA,38594.65,NA,NA,1440.5,NA,NA,NA,32519.49,NA,34044.34,NA,NA,NA,NA,11730.65,NA,NA,NA,NA,NA,NA,NA,NA,379871.71,NA,4640.02,21268.9,NA,199589.01,NA,783.08,NA,NA
1991/11/13,NA,10792.99,NA,NA,NA,37958.09,NA,NA,1662.67,NA,NA,NA,42261.66,NA,34085.5,NA,NA,NA,NA,11590.54,NA,NA,NA,NA,NA,NA,NA,NA,372879.8,NA,4975.35,21409.07,NA,192202.02,NA,778.21,NA,NA
1991/11/14,NA,10339.24,NA,NA,NA,39969.62,NA,NA,1927.68,NA,NA,NA,42993.79,NA,40361.24,NA,NA,NA,NA,14421.08,NA,NA,NA,NA,NA,NA,NA,NA,386529.46,NA,3983.33,21360.34,NA,207250.77,NA,869.69,NA,NA
1991/11/15,NA,10440.96,NA,NA,NA,41477.1,NA,NA,1976.74,NA,NA,NA,45629.82,NA,39570.96,NA,NA,NA,NA,13253.68,NA,NA,NA,NA,NA,NA,NA,NA,386863.33,NA,4280.12,21481.51,NA,215781.55,NA,800.22,NA,NA
1991/11/16,NA,9072.04,NA,NA,NA,38819.71,NA,NA,1935.54,NA,NA,NA,45462.75,NA,36969.54,NA,NA,NA,NA,15353.06,NA,NA,NA,NA,NA,NA,NA,NA,404270.72,NA,3916.99,21315.57,NA,225031.69,NA,853.88,NA,NA
1991/11/17,NA,9071.64,NA,NA,NA,39499.65,NA,NA,1615.03,NA,NA,NA,46577.11,NA,36778.5,NA,NA,NA,NA,16177.03,NA,NA,NA,NA,NA,NA,NA,NA,408857.06,NA,3607.78,19841.55,NA,221195.26,NA,923.72,NA,NA
1991/11/18,NA,9921.85,NA,NA,NA,36841.9,NA,NA,1537.56,NA,NA,NA,45022.1,NA,34095.58,NA,NA,NA,NA,15399.07,NA,NA,NA,NA,NA,NA,NA,NA,429027.43,NA,4141.54,19219.94,NA,216908.36,NA,920.67,NA,NA
1991/11/19,NA,10753.64,NA,NA,NA,37400.98,NA,NA,1499.21,NA,NA,NA,44067.52,NA,37899.02,NA,NA,NA,NA,15693.94,NA,NA,NA,NA,NA,NA,NA,NA,423667.59,NA,4039.96,19296.21,NA,219586.94,NA,928.33,NA,NA
1991/11/20,NA,9391.09,NA,NA,NA,37692.79,NA,NA,1613.89,NA,NA,NA,41942.18,NA,30717.57,NA,NA,NA,NA,15692.75,NA,NA,NA,NA,NA,NA,NA,NA,422984.32,NA,5226.07,19372.28,NA,223799.39,NA,864.26,NA,NA
1991/11/21,NA,9448.6,NA,NA,NA,38153.07,NA,NA,1432.8,NA,NA,NA,42384.75,NA,37225.3,NA,NA,NA,NA,18307.01,NA,NA,NA,NA,NA,NA,NA,NA,393913.14,NA,6005.28,18713.29,NA,215327.04,NA,920.68,NA,NA
1991/11/22,NA,10722.86,NA,NA,NA,37437.07,NA,NA,1440.43,NA,NA,NA,42114.55,NA,43234.74,NA,NA,NA,NA,18468.04,NA,NA,NA,NA,NA,NA,NA,NA,403870.46,NA,7031.79,19666.29,NA,210464.28,NA,853.96,NA,NA
1991/11/23,NA,10131.45,NA,NA,NA,36822.74,NA,NA,1538.45,NA,NA,NA,41553.27,NA,43901.14,NA,NA,NA,NA,17158.42,NA,NA,NA,NA,NA,NA,NA,NA,393381.21,NA,6426.5,20756.64,NA,202048,NA,826.95,NA,NA
1991/11/24,NA,9234.96,NA,NA,NA,36874,NA,NA,1673.12,NA,NA,NA,41427.12,NA,45610.51,NA,NA,NA,NA,18625.64,NA,NA,NA,NA,NA,NA,NA,NA,394729.5,NA,6489.07,20486.83,NA,198565.61,NA,986.83,NA,NA
1991/11/25,NA,8883.33,NA,NA,NA,35185.39,NA,NA,1816.27,NA,NA,NA,43093.04,NA,35769.25,NA,NA,NA,NA,18668.78,NA,NA,NA,NA,NA,NA,NA,NA,373484.67,NA,7911.31,20510.81,NA,199105.79,NA,1027.2,NA,NA
1991/11/26,NA,8648.7,NA,NA,NA,36786.2,NA,NA,1751.54,NA,NA,NA,43224.12,NA,39577.94,NA,NA,NA,NA,18055.38,NA,NA,NA,NA,NA,NA,NA,NA,363613.47,NA,4413.4,20626.01,NA,201318.93,NA,1007.42,NA,NA
1991/11/27,NA,7872.58,NA,NA,NA,37795.83,NA,NA,1826.53,NA,NA,NA,42110.57,NA,39405.78,NA,NA,NA,NA,18252.6,NA,NA,NA,NA,NA,NA,NA,NA,367543.62,NA,4641.73,21081.59,NA,204127.72,NA,1012.64,NA,NA
1991/11/28,NA,8357.92,NA,NA,NA,36884.7,NA,NA,1847.69,NA,NA,NA,41322.73,NA,40596.21,NA,NA,NA,NA,18305.41,NA,NA,NA,NA,NA,NA,NA,NA,353595.32,NA,3712.48,21497.72,NA,203625.04,NA,993.36,NA,NA
1991/11/29,NA,9920.62,NA,NA,NA,35781.36,NA,NA,1870.36,NA,NA,NA,42267.33,NA,39022.6,NA,NA,NA,NA,18451.86,NA,NA,NA,NA,NA,NA,NA,NA,369423.37,NA,3786.88,21313.43,NA,196276.24,NA,994.4,NA,NA
1991/11/30,NA,10052.51,NA,NA,NA,35055.17,NA,NA,1656.79,NA,NA,NA,42677.06,NA,37941,NA,NA,NA,NA,18679.13,NA,NA,NA,NA,NA,NA,NA,NA,379082.57,NA,3798.2,21384.03,NA,210252.6,NA,1085.35,NA,NA
1991/12/01,NA,10257.21,NA,NA,NA,33092.95,NA,NA,1635.43,NA,NA,NA,39178.99,NA,38076.06,NA,NA,NA,NA,18314.84,NA,NA,NA,NA,NA,NA,NA,NA,383331.55,NA,4128.77,21448.32,NA,206515.88,NA,1115.05,NA,NA
1991/12/02,NA,10715.64,NA,NA,NA,33164.98,NA,NA,1600.03,NA,NA,NA,40852.75,NA,34590,NA,NA,NA,NA,17068.99,NA,NA,NA,NA,NA,NA,NA,NA,379369.15,NA,4019.63,21630.34,NA,212438.96,NA,1109.51,NA,NA
1991/12/03,NA,10480.13,NA,NA,NA,35537.29,NA,NA,1574.88,NA,NA,NA,40621.38,NA,41458.72,NA,NA,NA,NA,14844.04,NA,NA,NA,NA,NA,NA,NA,NA,375244.05,NA,4046.88,21610.92,NA,205586.28,NA,1094.71,NA,NA
1991/12/04,NA,9735.17,NA,NA,NA,36048.48,NA,NA,1571.42,NA,NA,NA,46406.02,NA,48387.31,NA,NA,NA,NA,14824.91,NA,NA,NA,NA,NA,NA,NA,NA,392677.98,NA,4778.23,21944.82,NA,204702.08,NA,1078.86,NA,NA
1991/12/05,NA,9962.85,NA,NA,NA,37223.62,NA,NA,1627.59,NA,NA,NA,47651.54,NA,50737.19,NA,NA,NA,NA,14557.49,NA,NA,NA,NA,NA,NA,NA,NA,413952.92,NA,5182.45,20752.88,NA,185410.66,NA,998.77,NA,NA
1991/12/06,NA,10057.84,NA,NA,NA,35816.42,NA,NA,1629.26,NA,NA,NA,47409.21,NA,57573.27,NA,NA,NA,NA,15153.69,NA,NA,NA,NA,NA,NA,NA,NA,419819.4,NA,5323.52,21326.94,NA,194807.12,NA,999.23,NA,NA
1991/12/07,NA,10349.79,NA,NA,NA,35589.66,NA,NA,1620.87,NA,NA,NA,47696.38,NA,59520.91,NA,NA,NA,NA,16115.07,NA,NA,NA,NA,NA,NA,NA,NA,420655.3,NA,5685.02,21442.69,NA,171722.91,NA,937.13,NA,NA
1991/12/08,NA,10209.89,NA,NA,NA,32408.63,NA,NA,1518.12,NA,NA,NA,52456.76,NA,59523.35,NA,NA,NA,NA,16091.97,NA,NA,NA,NA,NA,NA,NA,NA,421163.76,NA,5879.03,22115.69,NA,179313.01,NA,855.23,NA,NA
1991/12/09,NA,11219.74,NA,NA,NA,31941.45,NA,NA,1476.06,NA,NA,NA,53842.82,NA,59490.26,NA,NA,NA,NA,16536.04,NA,NA,NA,NA,NA,NA,NA,NA,416076.01,NA,5685.93,21589.98,NA,167104.13,NA,868.86,NA,NA
1991/12/10,NA,11545.63,NA,NA,NA,37037.39,NA,NA,1581.71,NA,NA,NA,50092.44,NA,57378.89,NA,NA,NA,NA,17430.56,NA,NA,NA,NA,NA,NA,NA,NA,416324.17,NA,4711.98,21998.67,NA,174339.93,NA,837.74,NA,NA
1991/12/11,NA,11690.76,NA,NA,NA,37409.3,NA,NA,1555.98,NA,NA,NA,51581.26,NA,55088.6,NA,NA,NA,NA,17630.94,NA,NA,NA,NA,NA,NA,NA,NA,398404,NA,4068.82,19099.48,NA,155332.24,NA,823.41,NA,NA
1991/12/12,NA,11508.4,NA,NA,NA,37579.05,NA,NA,1440.75,NA,NA,NA,54778.63,NA,55544.32,NA,NA,NA,NA,16418.53,NA,NA,NA,NA,NA,NA,NA,NA,372008.55,NA,3913.21,19091.17,NA,158351.26,NA,791.87,NA,NA
1991/12/13,NA,10191.14,NA,NA,NA,37562.27,NA,NA,1315.34,NA,NA,NA,54773.33,NA,57143.37,NA,NA,NA,NA,15903.21,NA,NA,NA,NA,NA,NA,NA,NA,304552.58,NA,4064.6,19150.77,NA,152808.97,NA,833.76,NA,NA
1991/12/14,NA,11097.35,NA,NA,NA,37976.69,NA,NA,1376.04,NA,NA,NA,57041.07,NA,57390.77,NA,NA,NA,NA,15521.91,NA,NA,NA,NA,NA,NA,NA,NA,334684.46,NA,4201.29,19516.17,NA,180373.55,NA,765.29,NA,NA
1991/12/15,NA,11242,NA,NA,NA,37778.59,NA,NA,1336.82,NA,NA,NA,58784.52,NA,52774.74,NA,NA,NA,NA,15447.82,NA,NA,NA,NA,NA,NA,NA,NA,349738.49,NA,4318.71,19184.21,NA,187462.76,NA,569.61,NA,NA
1991/12/16,NA,11295.67,NA,NA,NA,37174.95,NA,NA,1375.8,NA,NA,NA,57459.01,NA,43438.28,NA,NA,NA,NA,15237.89,NA,NA,NA,NA,NA,NA,NA,NA,371197.92,NA,4264.31,19265.11,NA,193054.3,NA,621.32,NA,NA
1991/12/17,NA,11124.49,NA,NA,NA,33952.21,NA,NA,1456.21,NA,NA,NA,57127.2,NA,33406.55,NA,NA,NA,NA,15350.21,NA,NA,NA,NA,NA,NA,NA,NA,348910.81,NA,4514.5,19202.5,NA,200771.23,NA,634.02,NA,NA
1991/12/18,NA,11477.1,NA,NA,NA,35089.74,NA,NA,1463.62,NA,NA,NA,57719.52,NA,38174.14,NA,NA,NA,NA,14219.53,NA,NA,NA,NA,NA,NA,NA,NA,355914.22,NA,4511.76,19478.41,NA,177521.91,NA,658.29,NA,NA
1991/12/19,NA,10907.54,NA,NA,NA,27208.37,NA,NA,1767.57,NA,NA,NA,57284.86,NA,32916.4,NA,NA,NA,NA,15563.6,NA,NA,NA,NA,NA,NA,NA,NA,354878.61,NA,5370.6,19348.51,NA,195319.01,NA,587.32,NA,NA
1991/12/20,NA,9815.7,NA,NA,NA,20791.84,NA,NA,1806.72,NA,NA,NA,57951.42,NA,35117.16,NA,NA,NA,NA,15660.93,NA,NA,NA,NA,NA,NA,NA,NA,357321.37,NA,5171.09,18994.22,NA,174289.79,NA,750.85,NA,NA
1991/12/21,NA,11025.9,NA,NA,NA,18073.18,NA,NA,1596.2,NA,NA,NA,57700.52,NA,36655.16,NA,NA,NA,NA,14157.36,NA,NA,NA,NA,NA,NA,NA,NA,345791.43,NA,4796.38,18649.51,NA,202203.76,NA,781.32,NA,NA
1991/12/22,NA,11568.88,NA,NA,NA,18567.72,NA,NA,1706.07,NA,NA,NA,58672.41,NA,33038.69,NA,NA,NA,NA,15157.24,NA,NA,NA,NA,NA,NA,NA,NA,359784.48,NA,3915.54,18758.79,NA,212115.69,NA,734.54,NA,NA
1991/12/23,NA,11700.52,NA,NA,NA,18979.15,NA,NA,1770.33,NA,NA,NA,59029.37,NA,36087.19,NA,NA,NA,NA,14981.63,NA,NA,NA,NA,NA,NA,NA,NA,369349.15,NA,4178.64,19572.24,NA,198236.69,NA,639.16,NA,NA
1991/12/24,NA,11516.39,NA,NA,NA,24795.78,NA,NA,1822.42,NA,NA,NA,58368.58,NA,42343.79,NA,NA,NA,NA,15219.38,NA,NA,NA,NA,NA,NA,NA,NA,399982.68,NA,4252.71,19774.16,NA,211718.86,NA,610.68,NA,NA
1991/12/25,NA,11858.53,NA,NA,NA,18815.61,NA,NA,1852.49,NA,NA,NA,55355.47,NA,53874.26,NA,NA,NA,NA,15690.6,NA,NA,NA,NA,NA,NA,NA,NA,404706.61,NA,4295.69,18595.93,NA,204299.01,NA,519.59,NA,NA
1991/12/26,NA,11197.32,NA,NA,NA,18185.04,NA,NA,1979.37,NA,NA,NA,57449.79,NA,56368.34,NA,NA,NA,NA,17840.05,NA,NA,NA,NA,NA,NA,NA,NA,408240.85,NA,4415.21,18491.36,NA,195085.96,NA,569.01,NA,NA
1991/12/27,NA,10292.64,NA,NA,NA,18859.93,NA,NA,1919.99,NA,NA,NA,58323.77,NA,45873.05,NA,NA,NA,NA,16790.02,NA,NA,NA,NA,NA,NA,NA,NA,416343.23,NA,4693.32,18412.33,NA,200720.9,NA,598.5,NA,NA
1991/12/28,NA,10780.34,NA,NA,NA,23395.04,NA,NA,1982.93,NA,NA,NA,54820.2,NA,51877.2,NA,NA,NA,NA,17758.36,NA,NA,NA,NA,NA,NA,NA,NA,383584.92,NA,4452.03,18478.11,NA,174543.67,NA,587.51,NA,NA
1991/12/29,NA,9598.33,NA,NA,NA,31609.98,NA,NA,2028.58,NA,NA,NA,55314.03,NA,54361.21,NA,NA,NA,NA,18012.51,NA,NA,NA,NA,NA,NA,NA,NA,368633.59,NA,3509.95,18725.66,NA,155474.04,NA,572.44,NA,NA
1991/12/30,NA,9287.25,NA,NA,NA,34298.41,NA,NA,1978.69,NA,NA,NA,55413.33,NA,52852.33,NA,NA,NA,NA,16992.88,NA,NA,NA,NA,NA,NA,NA,NA,374332.87,NA,4072.48,19840.91,NA,184849.34,NA,577.42,NA,NA
1991/12/31,NA,9492.47,NA,NA,NA,34875.81,NA,NA,1774.52,NA,NA,NA,55710.11,NA,56783.14,NA,NA,NA,NA,16030.53,NA,NA,NA,NA,NA,NA,NA,NA,378428.4,NA,3791.41,19846.27,NA,192752.35,NA,588.4,NA,NA
1992/01/01,NA,10019.99,NA,NA,NA,33678.34,NA,NA,1781.51,NA,NA,NA,56147.46,NA,57545.04,NA,NA,NA,NA,16682.69,NA,NA,NA,NA,NA,NA,NA,NA,353196.21,NA,3766.87,19159.87,NA,168654.96,NA,623.69,NA,NA
1992/01/02,NA,9749.62,NA,NA,NA,34694.7,NA,NA,1809.1,NA,NA,NA,55375.69,NA,58205.28,NA,NA,NA,NA,16732.84,NA,NA,NA,NA,NA,NA,NA,NA,327651.5,NA,3627.13,19817.27,NA,169530.19,NA,623.77,NA,NA
1992/01/03,NA,11596.35,NA,NA,NA,35382.85,NA,NA,1748.05,NA,NA,NA,51975.9,NA,45397.86,NA,NA,NA,NA,16440.85,NA,NA,NA,NA,NA,NA,NA,NA,364199.6,NA,3643.61,19008.05,NA,164922.08,NA,579.72,NA,NA
1992/01/04,NA,11434.06,NA,NA,NA,35459.32,NA,NA,1718.17,NA,NA,NA,50472.46,NA,46890.84,NA,NA,NA,NA,13921.1,NA,NA,NA,NA,NA,NA,NA,NA,390802.28,NA,3743.1,19472.29,NA,192438,NA,575.87,NA,NA
1992/01/05,NA,11214.74,NA,NA,NA,36194.15,NA,NA,1959.72,NA,NA,NA,47518.26,NA,33608.74,NA,NA,NA,NA,13566.41,NA,NA,NA,NA,NA,NA,NA,NA,384622.43,NA,3691.64,19131.82,NA,205549.1,NA,541.45,NA,NA
1992/01/06,NA,9994.32,NA,NA,NA,38479.92,NA,NA,1940.6,NA,NA,NA,45886.38,NA,49721.9,NA,NA,NA,NA,15210.15,NA,NA,NA,NA,NA,NA,NA,NA,400302.78,NA,3618.78,19140.32,NA,211302.5,NA,556.35,NA,NA
1992/01/07,NA,10332.74,NA,NA,NA,39075.7,NA,NA,1918.24,NA,NA,NA,45663.32,NA,50524.4,NA,NA,NA,NA,12762.19,NA,NA,NA,NA,NA,NA,NA,NA,390197.71,NA,3664.83,18367.42,NA,199310.16,NA,554.21,NA,NA
1992/01/08,NA,9374.81,NA,NA,NA,38634.85,NA,NA,1978.5,NA,NA,NA,47811.9,NA,30002.98,NA,NA,NA,NA,13199.75,NA,NA,NA,NA,NA,NA,NA,NA,436077.94,NA,5394.86,17264.89,NA,200730.12,NA,559.71,NA,NA
1992/01/09,NA,9307.06,NA,NA,NA,26550.97,NA,NA,2183.89,NA,NA,NA,46595.4,NA,32549.55,NA,NA,NA,NA,13877.49,NA,NA,NA,NA,NA,NA,NA,NA,472441.9,NA,5584.84,16483.1,NA,209468.9,NA,559.89,NA,NA
1992/01/10,NA,9548.45,NA,NA,NA,22274.29,NA,NA,2323.42,NA,NA,NA,45961.93,NA,42707.86,NA,NA,NA,NA,13976.89,NA,NA,NA,NA,NA,NA,NA,NA,391223.43,NA,5704.35,16211.36,NA,187215.5,NA,537.63,NA,NA
1992/01/11,NA,9386.49,NA,NA,NA,20231.36,NA,NA,2220.02,NA,NA,NA,46227.84,NA,49169.8,NA,NA,NA,NA,15349.08,NA,NA,NA,NA,NA,NA,NA,NA,372486.22,NA,5474.93,12860.55,NA,184723.64,NA,541.44,NA,NA
1992/01/12,NA,8926.96,NA,NA,NA,22838.88,NA,NA,2154.31,NA,NA,NA,46904.34,NA,45026.95,NA,NA,NA,NA,15645.03,NA,NA,NA,NA,NA,NA,NA,NA,443586.71,NA,6633.8,14972.2,NA,198783.16,NA,554.52,NA,NA
1992/01/13,NA,10375.01,NA,NA,NA,22895.53,NA,NA,2059.76,NA,NA,NA,45823.66,NA,50770.44,NA,NA,NA,NA,15445.19,NA,NA,NA,NA,NA,NA,NA,NA,381200.86,NA,7000.51,15287.76,NA,193362.59,NA,560.26,NA,NA
1992/01/14,NA,11382.24,NA,NA,NA,26486.54,NA,NA,1932.24,NA,NA,NA,43489.15,NA,52254.46,NA,NA,NA,NA,18476.33,NA,NA,NA,NA,NA,NA,NA,NA,365867.36,NA,6618.12,13033.16,NA,183859.91,NA,549.63,NA,NA
1992/01/15,NA,11546.24,NA,NA,NA,25781.28,NA,NA,1971.89,NA,NA,NA,42987.61,NA,52287.93,NA,NA,NA,NA,12133.01,NA,NA,NA,NA,NA,NA,NA,NA,380536.41,NA,6579.21,11048.89,NA,177798.5,NA,550.47,NA,NA
1992/01/16,NA,11347.7,NA,NA,NA,25670.16,NA,NA,1888.18,NA,NA,NA,44384.55,NA,49519.36,NA,NA,NA,NA,11998.37,NA,NA,NA,NA,NA,NA,NA,NA,386781.25,NA,6113.05,12030.91,NA,182795.91,NA,548.62,NA,NA
1992/01/17,NA,10947.96,NA,NA,NA,24418.57,NA,NA,1887.8,NA,NA,NA,44832.84,NA,50507.64,NA,NA,NA,NA,12061.72,NA,NA,NA,NA,NA,NA,NA,NA,381964.94,NA,6079.76,11471.3,NA,198170.3,NA,524.94,NA,NA
1992/01/18,NA,10472.31,NA,NA,NA,24465.18,NA,NA,1832.01,NA,NA,NA,45620.73,NA,51880.92,NA,NA,NA,NA,13261.87,NA,NA,NA,NA,NA,NA,NA,NA,373636.27,NA,6144.01,12869.68,NA,207524.94,NA,537.79,NA,NA
1992/01/19,NA,10312.58,NA,NA,NA,24931.38,NA,NA,2066.12,NA,NA,NA,48087.46,NA,55020.29,NA,NA,NA,NA,14849.24,NA,NA,NA,NA,NA,NA,NA,NA,424305.88,NA,6594.19,13104.62,NA,213641.52,NA,511.35,NA,NA
1992/01/20,NA,10636.03,NA,NA,NA,26033.12,NA,NA,2033.24,NA,NA,NA,48534.47,NA,48785.07,NA,NA,NA,NA,12133.65,NA,NA,NA,NA,NA,NA,NA,NA,440969.01,NA,6811.19,12646.62,NA,216204.36,NA,526.92,NA,NA
1992/01/21,NA,10889.35,NA,NA,NA,27728.57,NA,NA,1830.53,NA,NA,NA,50397.78,NA,56796.26,NA,NA,NA,NA,12598.08,NA,NA,NA,NA,NA,NA,NA,NA,429633.69,NA,6868.54,13419.29,NA,192821.72,NA,536.55,NA,NA
1992/01/22,NA,10550.52,NA,NA,NA,28084,NA,NA,1727.55,NA,NA,NA,49290.66,NA,60850.79,NA,NA,NA,NA,12917.65,NA,NA,NA,NA,NA,NA,NA,NA,426921.96,NA,7119.78,13505.24,NA,196523.55,NA,540.04,NA,NA
1992/01/23,NA,10530.02,NA,NA,NA,29424.14,NA,NA,1667.3,NA,NA,NA,51952.43,NA,61564.65,NA,NA,NA,NA,12520.44,NA,NA,NA,NA,NA,NA,NA,NA,424647.68,NA,6518.55,14241.93,NA,198599.28,NA,579.74,NA,NA
1992/01/24,NA,10481,NA,NA,NA,29240.57,NA,NA,1590.23,NA,NA,NA,54014.64,NA,56028.39,NA,NA,NA,NA,13087.09,NA,NA,NA,NA,NA,NA,NA,NA,424647.42,NA,6122.94,13470.09,NA,204868.46,NA,656.03,NA,NA
1992/01/25,NA,10299.08,NA,NA,NA,31414.03,NA,NA,1504.59,NA,NA,NA,52970.78,NA,55492.77,NA,NA,NA,NA,13382.43,NA,NA,NA,NA,NA,NA,NA,NA,383200.34,NA,6208.32,14108.52,NA,184745.44,NA,689.9,NA,NA
1992/01/26,NA,10381.82,NA,NA,NA,28545.83,NA,NA,1470.97,NA,NA,NA,52726.56,NA,51936.73,NA,NA,NA,NA,14578.63,NA,NA,NA,NA,NA,NA,NA,NA,373614.81,NA,6283.73,13652.96,NA,180852.3,NA,686.11,NA,NA
